6.0	5.567383e-11
204.0	1.680695e-11
401.0	5.122773e-10
600.0	8.290122e-11
799.0	1.715597e-10
999.0	1.322994e-10
1200.0	1.004359e-10
1401.0	1.186094e-10
1601.0	1.195415e-10
1801.0	1.202341e-10
2001.9999999999998	1.282482e-10
2202.0	1.342314e-10
2400.0	1.328462e-10
2602.0	1.410842e-10
2802.0	1.411935e-10
3000.0	1.437347e-10
3202.0	1.534828e-10
3402.0	1.544253e-10
3600.0	1.57508e-10
3803.0	1.614812e-10
4003.0	1.796689e-11
4202.0	8.465919e-10
4401.0	1.603304e-10
4600.0	1.268005e-10
4801.0	1.370121e-10
5002.0	1.807639e-10
5201.0	1.815866e-10
5402.0	1.862003e-10
5601.0	1.921836e-10
5801.0	1.894549e-10
6001.0	1.962765e-10
6202.0	1.770511e-10
6400.0	2.086751e-10
6602.0	2.131429e-10
6801.0	2.154342e-10
7000.0	2.198291e-10
7205.0	2.28567e-10
7402.0	2.328683e-10
7601.0	4.779971e-10
7800.0	2.404709e-10
8002.000000000001	2.487714e-10
8200.0	2.24422e-10
8402.0	2.648568e-10
8601.0	2.669085e-10
8802.0	7.270175e-11
9001.0	6.182275e-10
9200.0	2.693558e-10
9402.0	2.763181e-10
9601.0	2.932001e-10
9799.0	2.671115e-10
10001.0	2.875658e-10
