6.0	6.122482e-11
201.0	1.474892e-10
400.0	6.554972e-11
600.0	3.520978e-11
799.0	6.676214e-11
1002.0	1.115274e-10
1200.0	4.811287e-11
1400.0	1.028573e-10
1600.0	1.088352e-10
1802.0	1.178439e-10
2001.0	1.201299e-10
2201.0	1.316953e-10
2401.0	1.587994e-10
2601.0	1.400426e-10
2800.0	1.475464e-10
3001.0	1.478797e-10
3205.0	1.547481e-10
3403.0	1.57508e-10
3603.0	1.628767e-10
3802.0	1.636005e-10
4002.0	1.647305e-10
4202.0	1.78431e-10
4402.0	1.833102e-10
4602.0	1.846641e-10
4801.0	1.953443e-10
5003.0	1.954693e-10
5201.0	1.967398e-10
5402.0	2.015565e-10
5603.0	2.098258e-10
5801.0	2.118775e-10
6000.0	2.137469e-10
6200.0	2.217766e-10
6401.0	2.26562e-10
6601.0	2.280045e-10
6802.0	2.293012e-10
7000.0	2.392314e-10
7201.0	2.417674e-10
7405.0	2.47459e-10
7601.0	2.57405e-10
7802.0	2.511718e-10
8000.0	2.579674e-10
8200.0	2.696735e-10
8403.0	2.664813e-10
8603.0	2.752452e-10
8802.0	8.796885e-10
9001.0	3.068233e-10
9200.0	2.783696e-10
9402.0	2.872168e-10
9601.0	2.93174e-10
9802.0	2.98173e-10
10000.0	3.278129e-10
