5.0	2.036441e-11
202.0	3.880199e-11
402.0	3.091071e-10
601.0	2.420879e-10
799.0	9.163256e-11
1000.9999999999999	4.902769e-11
1201.0	9.462091e-11
1401.0	7.218093e-11
1603.0	7.209761e-11
1802.0	6.38434e-11
2001.9999999999998	8.123705e-11
2202.0	7.952372e-11
2401.0	1.025001e-10
2601.0	9.026197e-11
2801.0	9.541753e-11
3005.0	9.344384e-11
3202.0	9.39125e-11
3403.0	9.252724e-11
3601.0	9.928683e-11
3805.0	1.018594e-10
4001.0000000000005	1.117539e-10
4201.0	1.158368e-10
4402.0	1.047496e-10
4601.0	1.21612e-10
4802.0	1.341052e-10
5003.0	1.20534e-10
5202.0	1.251063e-10
5400.0	1.278195e-10
5601.0	1.387088e-10
5801.0	1.374693e-10
6003.0	1.531444e-10
6201.0	1.463743e-10
6401.0	1.488272e-10
6600.0	1.565969e-10
6803.0	1.567428e-10
7001.0	1.558262e-10
7201.0	1.661425e-10
7402.0	1.613098e-10
7601.0	1.679651e-10
7800.0	1.741675e-10
8005.000000000001	1.745528e-10
8203.0	1.8138e-10
8401.0	1.85619e-10
8600.0	1.845671e-10
8804.0	1.423026e-10
9002.0	1.660941e-10
9201.0	1.923785e-10
9401.0	1.975966e-10
9600.0	2.001118e-10
9802.0	1.999139e-10
10002.0	2.176407e-10
