6.0	6.295869e-11
201.0	3.282074e-11
404.0	5.310603e-11
600.0	1.72984e-10
799.0	7.076779e-11
1004.0	1.103086e-10
1200.0	1.052419e-10
1401.0	1.139798e-10
1601.0	1.194474e-10
1803.0	1.244621e-10
2001.9999999999998	1.259201e-10
2201.0	1.321792e-10
2401.0	1.26873e-10
2600.0	1.464056e-10
2801.0	7.397852e-11
3003.0	2.294827e-10
3203.0	1.503839e-10
3402.0	1.503266e-10
3602.0	1.519044e-10
3801.0	1.68448e-10
4001.0000000000005	1.693853e-10
4200.0	1.676409e-10
4401.0	1.809716e-10
4603.0	1.798468e-10
4803.0	1.835492e-10
5003.0	1.589707e-10
5201.0	1.892147e-10
5405.0	2.027068e-10
5602.0	1.985149e-10
5802.0	2.051542e-10
6005.0	2.123195e-10
6202.0	2.140275e-10
6402.0	2.189327e-10
6600.0	2.409908e-10
6805.0	2.268895e-10
7001.0	2.361116e-10
7203.0	2.452087e-10
7402.0	2.363615e-10
7605.0	2.334923e-10
7801.0	2.5014e-10
8005.000000000001	2.50317e-10
8203.0	2.630697e-10
8401.0	2.707972e-10
8602.0	2.762494e-10
8801.0	1.524837e-09
9001.0	6.758184e-11
9201.0	2.929127e-10
9401.0	3.021348e-10
9601.0	2.967608e-10
9801.0	3.126951e-10
10000.0	3.090344e-10
